COUNT,ID,TILENAME,RA_CENT,DEC_CENT,RAC1,RAC2,RAC3,RAC4,DECC1,DECC2,DECC3,DECC4,RACMIN,RACMAX,DECCMIN,RA_SIZE,DEC_SIZE,DECCMAX,URAMIN,URAMAX,UDECMIN,UDECMAX
62123,103144,DES0258-1832,44.513593,-18.544444,44.899657,44.127529,44.129176,44.898009,-18.909282,-18.909282,-18.178826,-18.178826,44.127529,44.899657,-18.909282,0.772128,0.730456,-18.178826,44.1371,44.890086,-18.901389,-18.1875
71348,122570,DES0342-5248,55.54683,-52.811111,56.156187,54.937474,54.947628,56.146033,-53.174793,-53.174793,-52.444361,-52.444361,54.937474,56.156187,-53.174793,1.218712,0.730432,-52.444361,54.956298,56.137363,-53.168056,-52.454167
75962,90669,DES2311-0041,347.822058,-0.697222,348.18735,347.456767,347.456823,348.187293,-1.062437,-1.062437,-0.331979,-0.331979,347.456767,348.18735,-1.062437,0.730583,0.730458,-0.331979,347.465087,348.179029,-1.054167,-0.340278
57628,100688,DES0104-1458,16.241059,-14.975,16.619781,15.862338,15.863627,16.618492,-15.339917,-15.339917,-14.60946,-14.60946,15.862338,16.619781,-15.339917,0.757443,0.730457,-14.60946,15.871566,16.610552,-15.331944,-14.618056
69529,91745,DES0220-0207,35.015867,-2.125,35.381441,34.650293,34.650466,35.381268,-2.490186,-2.490186,-1.759728,-1.759728,34.650293,35.381441,-2.490186,0.731148,0.730458,-1.759728,34.658677,35.373057,-2.481944,-1.768056
63180,99266,DES0327-1250,51.917378,-12.833333,52.292516,51.54224,51.543327,52.291428,-13.198297,-13.198297,-12.46784,-12.46784,51.54224,52.292516,-13.198297,0.750276,0.730457,-12.46784,51.551288,52.283467,-13.190278,-12.476389
68597,116990,DES2231-4123,337.802184,-41.388889,338.291756,337.312613,337.318082,338.286286,-41.753086,-41.753086,-41.02264,-41.02264,337.312613,338.291756,-41.753086,0.979143,0.730446,-41.02264,337.32641,338.277958,-41.745833,-41.031944
76262,125140,DES0609-5914,92.250521,-59.236111,92.972269,91.528772,91.544065,92.956976,-59.599363,-59.599363,-58.868947,-58.868947,91.528772,92.972269,-59.599363,1.443497,0.730416,-58.868947,91.552684,92.948357,-59.593056,-58.879167
67011,122269,DES0414-5205,63.745383,-52.097222,64.344812,63.145955,63.15569,64.335076,-52.460944,-52.460944,-51.73051,-51.73051,63.145955,64.344812,-52.460944,1.198857,0.730433,-51.73051,63.164347,64.32642,-52.454167,-51.740278
70640,122228,DES0104-5205,16.100378,-52.097222,16.699806,15.500949,15.510685,16.690071,-52.460944,-52.460944,-51.73051,-51.73051,15.500949,16.699806,-52.460944,1.198857,0.730433,-51.73051,15.519341,16.681414,-52.454167,-51.740278
67525,94225,DES0033-0541,8.265804,-5.694444,8.633085,7.898523,7.89899,8.632618,-6.059557,-6.059557,-5.3291,-5.3291,7.898523,8.633085,-6.059557,0.734562,0.730458,-5.3291,7.907089,8.624519,-6.051389,-5.3375
70973,110112,DES0540-2915,85.193238,-29.252778,85.613359,84.773118,84.776107,85.610369,-29.617352,-29.617352,-28.886899,-28.886899,84.773118,85.613359,-29.617352,0.840241,0.730453,-28.886899,84.78412,85.602357,-29.609722,-28.895833
63962,115504,DES0236-3832,39.115568,-38.533333,39.584853,38.646282,38.651023,39.580113,-38.89763,-38.89763,-38.167182,-38.167182,38.646282,39.584853,-38.89763,0.938571,0.730448,-38.167182,38.65926,39.571875,-38.890278,-38.176389
56552,98275,DES0318-1124,49.730094,-11.405556,50.103168,49.35702,49.357978,50.102209,-11.770549,-11.770549,-11.040092,-11.040092,49.35702,50.103168,-11.770549,0.746148,0.730457,-11.040092,49.365958,50.094229,-11.7625,-11.048611
76715,94755,DES0154-0624,28.50365,-6.408333,28.871446,28.135854,28.13638,28.870919,-6.773431,-6.773431,-6.042974,-6.042974,28.135854,28.871446,-6.773431,0.735592,0.730458,-6.042974,28.144461,28.862839,-6.765278,-6.051389
66714,104145,DES0519-1958,79.826852,-19.972222,80.216361,79.437342,79.439143,80.214561,-20.337027,-20.337027,-19.606571,-19.606571,79.437342,80.216361,-20.337027,0.779019,0.730456,-19.606571,79.447066,80.206637,-20.329167,-19.615278
69273,106930,DES0415-2415,63.772166,-24.255556,64.173919,63.370413,63.372714,64.171618,-24.620258,-24.620258,-23.889804,-23.889804,63.370413,64.173919,-24.620258,0.803506,0.730455,-23.889804,63.380661,64.163672,-24.6125,-23.898611
67261,110496,DES0241-2958,40.255788,-29.966667,40.678938,39.832637,39.835736,40.675839,-30.331222,-30.331222,-29.600769,-29.600769,39.832637,40.678938,-30.331222,0.846301,0.730453,-29.600769,39.843762,40.667813,-30.323611,-29.609722
71223,120552,DES2050-4831,312.728731,-48.527778,313.28423,312.173232,312.181187,313.276275,-48.89168,-48.89168,-48.161241,-48.161241,312.173232,313.28423,-48.89168,1.110998,0.730439,-48.161241,312.189749,313.267713,-48.884722,-48.170833
62219,121275,DES0117-4957,19.301322,-49.955556,19.873332,18.729312,18.737924,19.86472,-50.319389,-50.319389,-49.588952,-49.588952,18.729312,19.873332,-50.319389,1.14402,0.730437,-49.588952,18.746528,19.856116,-50.3125,-49.598611
77829,121665,DES0616-5040,94.093568,-50.669444,94.674344,93.512791,93.521757,94.665378,-51.033241,-51.033241,-50.302806,-50.302806,93.512791,94.674344,-51.033241,1.161553,0.730436,-50.302806,93.53038,94.656755,-51.026389,-50.3125
70572,120669,DES0515-4831,78.850489,-48.527778,79.405988,78.294989,78.302944,79.398033,-48.89168,-48.89168,-48.161241,-48.161241,78.294989,79.405988,-48.89168,1.110998,0.730439,-48.161241,78.311507,79.38947,-48.884722,-48.170833
65639,106480,DES0452-2332,73.076145,-23.541667,73.475648,72.676642,72.678855,73.473436,-23.906387,-23.906387,-23.175932,-23.175932,72.676642,73.475648,-23.906387,0.799006,0.730455,-23.175932,72.686795,73.465495,-23.898611,-23.184722
69825,94223,DES0027-0541,6.830946,-5.694444,7.198227,6.463665,6.464131,7.19776,-6.059557,-6.059557,-5.3291,-5.3291,6.463665,7.198227,-6.059557,0.734562,0.730458,-5.3291,6.472231,7.18966,-6.051389,-5.3375
59164,127631,DES0359-6705,59.86732,-67.088889,60.819794,58.914847,58.943147,60.791494,-67.451321,-67.451321,-66.720947,-66.720947,58.914847,60.819794,-67.451321,1.904947,0.730375,-66.720947,58.950439,60.784202,-67.445833,-66.731944
72776,124768,DES2003-5831,300.97611,-58.522222,301.682904,300.269316,300.28388,301.66834,-58.88553,-58.88553,-58.155112,-58.155112,300.269316,301.682904,-58.88553,1.413589,0.730418,-58.155112,300.292528,301.659692,-58.879167,-58.165278
70519,92226,DES0114-0250,18.641082,-2.838889,19.006883,18.275282,18.275513,19.006652,-3.20406,-3.20406,-2.473602,-2.473602,18.275282,19.006883,-3.20406,0.731601,0.730458,-2.473602,18.283699,18.998465,-3.195833,-2.481944
62023,102180,DES0250-1707,42.732604,-17.116667,43.115518,42.349689,42.35119,43.114018,-17.481536,-17.481536,-16.75108,-16.75108,42.349689,43.115518,-17.481536,0.765829,0.730456,-16.75108,42.359117,43.106091,-17.473611,-16.759722
61273,101696,DES0249-1624,42.25421,-16.402778,42.635657,41.872763,41.874192,42.634229,-16.767663,-16.767663,-16.037207,-16.037207,41.872763,42.635657,-16.767663,0.762895,0.730456,-16.037207,41.882122,42.626298,-16.759722,-16.045833
63351,87167,DES0032+0418,8.067528,4.3,8.43362,7.701436,7.701085,8.433971,3.934684,3.934684,4.665141,4.665141,7.701085,8.433971,3.934684,0.732886,0.730458,4.665141,7.709576,8.42548,3.943056,4.656944
67713,118086,DES2049-4331,312.417254,-43.530556,312.924087,311.910422,311.916523,312.917985,-43.894672,-43.894672,-43.164227,-43.164227,311.910422,312.924087,-43.894672,1.013664,0.730444,-43.164227,311.924922,312.909587,-43.8875,-43.173611
74397,89728,DES0228+0043,37.084924,0.730556,37.45016,36.719688,36.719628,37.45022,0.365312,0.365312,1.09577,1.09577,36.719628,37.45022,0.365312,0.730591,0.730458,1.09577,36.727951,37.441897,0.373611,1.0875
62120,104083,DES0210-1958,32.733465,-19.972222,33.122975,32.343956,32.345756,33.121174,-20.337027,-20.337027,-19.606571,-19.606571,32.343956,33.122975,-20.337027,0.779019,0.730456,-19.606571,32.35368,33.113251,-20.329167,-19.615278
65288,122245,DES0223-5205,35.855624,-52.097222,36.455052,35.256195,35.265931,36.445317,-52.460944,-52.460944,-51.73051,-51.73051,35.256195,36.455052,-52.460944,1.198857,0.730433,-51.73051,35.274587,36.436661,-52.454167,-51.740278
69948,105475,DES0103-2206,15.945238,-22.113889,16.340499,15.549978,15.55202,16.338456,-22.478644,-22.478644,-21.748188,-21.748188,15.549978,16.340499,-22.478644,0.790521,0.730455,-21.748188,15.559951,16.330525,-22.470833,-21.756944
74287,118931,DES0445-4457,71.372983,-44.958333,71.892429,70.853537,70.860107,71.885858,-45.322392,-45.322392,-44.591949,-44.591949,70.853537,71.892429,-45.322392,1.038892,0.730443,-44.591949,70.868554,71.877412,-45.315278,-44.601389
62959,106476,DES0439-2332,69.961344,-23.541667,70.360848,69.561841,69.564054,70.358635,-23.906387,-23.906387,-23.175932,-23.175932,69.561841,70.360848,-23.906387,0.799006,0.730455,-23.175932,69.571994,70.350694,-23.898611,-23.184722
63513,95255,DES0148-0707,27.232662,-7.122222,27.601032,26.864293,26.864879,27.600446,-7.487306,-7.487306,-6.756848,-6.756848,26.864293,27.601032,-7.487306,0.736739,0.730458,-6.756848,26.872942,27.592382,-7.479167,-6.765278
64088,108708,DES0158-2706,29.687459,-27.111111,30.099122,29.275797,29.278475,30.096444,-27.475742,-27.475742,-26.745288,-26.745288,29.275797,30.099122,-27.475742,0.823325,0.730454,-26.745288,29.286454,30.088464,-27.468056,-26.754167
70048,126975,DES2343-6456,355.922022,-64.947222,356.79641,355.047633,355.071158,356.772885,-65.309926,-65.309926,-64.579537,-64.579537,355.047633,356.79641,-65.309926,1.748777,0.73039,-64.579537,355.079084,356.764959,-65.304167,-64.590278
74243,113950,DES0603-3540,90.767643,-35.677778,91.219334,90.315952,90.320068,91.215218,-36.042167,-36.042167,-35.311717,-35.311717,90.315952,91.219334,-36.042167,0.903382,0.73045,-35.311717,90.328224,91.207062,-36.034722,-35.320833
69073,116607,DES2228-4040,337.124867,-40.675,337.609091,336.640643,336.645919,337.603814,-41.039223,-41.039223,-40.308776,-40.308776,336.640643,337.609091,-41.039223,0.968448,0.730447,-40.308776,336.654224,337.59551,-41.031944,-40.318056
68668,120330,DES0506-4748,76.585238,-47.813889,77.132959,76.037517,76.045167,77.125308,-48.177824,-48.177824,-47.447385,-47.447385,76.037517,77.132959,-48.177824,1.095442,0.73044,-47.447385,76.053707,77.116768,-48.170833,-47.456944
68541,119532,DES2130-4623,322.606732,-46.386111,323.139776,322.073688,322.080774,323.13269,-46.75011,-46.75011,-46.019669,-46.019669,322.073688,323.139776,-46.75011,1.066087,0.730441,-46.019669,322.089267,323.124196,-46.743056,-46.029167
69791,116980,DES2153-4123,328.286702,-41.388889,328.776273,327.79713,327.8026,328.770803,-41.753086,-41.753086,-41.02264,-41.02264,327.79713,328.776273,-41.753086,0.979143,0.730446,-41.02264,327.810928,328.762476,-41.745833,-41.031944
65386,121935,DES0238-5123,39.680384,-51.383333,40.270294,39.090475,39.099816,40.260953,-51.747093,-51.747093,-51.016659,-51.016659,39.090475,40.270294,-51.747093,1.179819,0.730435,-51.016659,39.108456,40.252313,-51.740278,-51.026389
71081,118863,DES0011-4457,2.770642,-44.958333,3.290088,2.251196,2.257766,3.283517,-45.322392,-45.322392,-44.591949,-44.591949,2.251196,3.290088,-45.322392,1.038892,0.730443,-44.591949,2.266213,3.275071,-45.315278,-44.601389
68853,120000,DES0556-4706,89.088325,-47.1,89.628565,88.548084,88.555445,89.621204,-47.463968,-47.463968,-46.733527,-46.733527,88.548084,89.628565,-47.463968,1.080482,0.730441,-46.733527,88.563962,89.612687,-47.456944,-46.743056
47964,99274,DES0351-1250,57.774805,-12.833333,58.149944,57.399667,57.400755,58.148856,-13.198297,-13.198297,-12.46784,-12.46784,57.399667,58.149944,-13.198297,0.750276,0.730457,-12.46784,57.408716,58.140895,-13.190278,-12.476389
68587,117046,DES0204-4123,31.088886,-41.388889,31.578457,30.599314,30.604784,31.572988,-41.753086,-41.753086,-41.02264,-41.02264,30.599314,31.578457,-41.753086,0.979143,0.730446,-41.02264,30.613112,31.56466,-41.745833,-41.031944
67562,88713,DES0211+0209,32.875291,2.158333,33.240699,32.509883,32.509708,33.240875,1.793061,1.793061,2.523518,2.523518,32.509708,33.240875,1.793061,0.731167,0.730458,2.523518,32.518093,33.232489,1.801389,2.515278
79078,116594,DES2139-4040,324.888151,-40.675,325.372374,324.403927,324.409203,325.367098,-41.039223,-41.039223,-40.308776,-40.308776,324.403927,325.372374,-41.039223,0.968448,0.730447,-40.308776,324.417508,325.358794,-41.031944,-40.318056
59857,100689,DES0107-1458,16.980045,-14.975,17.358767,16.601323,16.602613,17.357477,-15.339917,-15.339917,-14.60946,-14.60946,16.601323,17.358767,-15.339917,0.757443,0.730457,-14.60946,16.610552,17.349538,-15.331944,-14.618056
71710,119913,DES2351-4706,357.849263,-47.1,358.389504,357.309022,357.316383,358.382143,-47.463968,-47.463968,-46.733527,-46.733527,357.309022,358.389504,-47.463968,1.080482,0.730441,-46.733527,357.3249,358.373625,-47.456944,-46.743056
74321,121982,DES0613-5123,93.441651,-51.383333,94.031561,92.851742,92.861082,94.02222,-51.747093,-51.747093,-51.016659,-51.016659,92.851742,94.031561,-51.747093,1.179819,0.730435,-51.016659,92.869723,94.013579,-51.740278,-51.026389
73085,112270,DES0526-3249,81.503421,-32.822222,81.939834,81.067009,81.070583,81.93626,-33.186697,-33.186697,-32.456246,-32.456246,81.067009,81.939834,-33.186697,0.872825,0.730452,-32.456246,81.078668,81.928175,-33.179167,-32.465278
65764,111391,DES0408-3123,62.193359,-31.394444,62.622905,61.763813,61.767142,62.619576,-31.75896,-31.75896,-31.028508,-31.028508,61.763813,62.622905,-31.75896,0.859091,0.730452,-31.028508,61.775196,62.611522,-31.751389,-31.0375
69753,115900,DES0245-3914,41.291107,-39.247222,41.765195,40.817018,40.821931,41.760283,-39.611495,-39.611495,-38.881047,-38.881047,40.817018,41.765195,-39.611495,0.948176,0.730448,-38.881047,40.83019,41.752023,-39.604167,-38.890278
67339,102628,DES0110-1749,17.737654,-17.830556,18.122107,17.353202,17.354775,18.120534,-18.195409,-18.195409,-17.464953,-17.464953,17.353202,18.122107,-18.195409,0.768906,0.730456,-17.464953,17.3627,18.112609,-18.1875,-17.473611
67286,122821,DES2332-5331,353.057132,-53.525,353.676848,352.437416,352.448011,353.666252,-53.888641,-53.888641,-53.15821,-53.15821,352.437416,353.676848,-53.888641,1.239432,0.730431,-53.15821,352.456692,353.657571,-53.881944,-53.168056
63924,87196,DES0155+0418,28.828746,4.3,29.194838,28.462654,28.462303,29.195189,3.934684,3.934684,4.665141,4.665141,28.462303,29.195189,3.934684,0.732886,0.730458,4.665141,28.470794,29.186698,3.943056,4.656944
70153,119938,DES0136-4706,24.067384,-47.1,24.607625,23.527143,23.534504,24.600264,-47.463968,-47.463968,-46.733527,-46.733527,23.527143,24.607625,-47.463968,1.080482,0.730441,-46.733527,23.543022,24.591746,-47.456944,-46.743056
67538,119608,DES0245-4623,41.261333,-46.386111,41.794376,40.728289,40.735374,41.787291,-46.75011,-46.75011,-46.019669,-46.019669,40.728289,41.794376,-46.75011,1.066087,0.730441,-46.019669,40.743868,41.778797,-46.743056,-46.029167
72623,120995,DES0449-4914,72.458623,-49.241667,73.022213,71.895033,71.903308,73.013938,-49.605535,-49.605535,-48.875097,-48.875097,71.895033,73.022213,-49.605535,1.12718,0.730438,-48.875097,71.911892,73.005354,-49.598611,-48.884722
70350,118809,DES2033-4457,308.292312,-44.958333,308.811759,307.772866,307.779437,308.805188,-45.322392,-45.322392,-44.591949,-44.591949,307.772866,308.811759,-45.322392,1.038892,0.730443,-44.591949,307.787883,308.796741,-45.315278,-44.601389
69431,119948,DES0218-4706,34.554633,-47.1,35.094873,34.014392,34.021753,35.087512,-47.463968,-47.463968,-46.733527,-46.733527,34.014392,35.094873,-47.463968,1.080482,0.730441,-46.733527,34.03027,35.078995,-47.456944,-46.743056
72359,117802,DES0222-4249,35.679396,-42.816667,36.180263,35.17853,35.184411,36.174382,-43.180811,-43.180811,-42.450366,-42.450366,35.17853,36.180263,-43.180811,1.001734,0.730445,-42.450366,35.192786,36.166007,-43.173611,-42.459722
51877,97275,DES0256-0958,44.023702,-9.977778,44.394964,43.652441,43.653272,44.394132,-10.342802,-10.342802,-9.612344,-9.612344,43.652441,44.394964,-10.342802,0.742523,0.730457,-9.612344,43.661276,44.386128,-10.334722,-9.620833
71300,120985,DES0406-4914,61.523996,-49.241667,62.087586,60.960407,60.968681,62.079311,-49.605535,-49.605535,-48.875097,-48.875097,60.960407,62.087586,-49.605535,1.12718,0.730438,-48.875097,60.977265,62.070728,-49.598611,-48.884722
69936,120329,DES0502-4748,75.522177,-47.813889,76.069898,74.974456,74.982107,76.062247,-48.177824,-48.177824,-47.447385,-47.447385,74.974456,76.069898,-48.177824,1.095442,0.73044,-47.447385,74.990647,76.053707,-48.170833,-47.456944
69700,106401,DES0046-2332,11.558828,-23.541667,11.958331,11.159324,11.161537,11.956118,-23.906387,-23.906387,-23.175932,-23.175932,11.159324,11.958331,-23.906387,0.799006,0.730455,-23.175932,11.169477,11.948178,-23.898611,-23.184722
58013,116195,DES2052-3957,313.186806,-39.961111,313.665872,312.707741,312.712832,313.660781,-40.325359,-40.325359,-39.594912,-39.594912,312.707741,313.665872,-40.325359,0.95813,0.730447,-39.594912,312.721114,313.652499,-40.318056,-39.604167
72448,120639,DES0306-4831,46.511576,-48.527778,47.067075,45.956077,45.964032,47.05912,-48.89168,-48.89168,-48.161241,-48.161241,45.956077,47.067075,-48.89168,1.110998,0.730439,-48.161241,45.972594,47.050558,-48.884722,-48.170833
63689,103165,DES0401-1832,60.326299,-18.544444,60.712363,59.940235,59.941882,60.710715,-18.909282,-18.909282,-18.178826,-18.178826,59.940235,60.712363,-18.909282,0.772128,0.730456,-18.178826,59.949806,60.702792,-18.901389,-18.1875
67957,111766,DES0104-3206,16.135955,-32.108333,16.568873,15.703036,15.706486,16.565423,-32.472829,-32.472829,-31.742377,-31.742377,15.703036,16.568873,-32.472829,0.865837,0.730452,-31.742377,15.714555,16.557354,-32.465278,-31.751389
61168,126950,DES2055-6456,313.775135,-64.947222,314.649524,312.900747,312.924272,314.625999,-65.309926,-65.309926,-64.579537,-64.579537,312.900747,314.649524,-65.309926,1.748777,0.73039,-64.579537,312.932198,314.618073,-65.304167,-64.590278
59945,106914,DES0324-2415,51.243984,-24.255556,51.645737,50.842231,50.844532,51.643436,-24.620258,-24.620258,-23.889804,-23.889804,50.842231,51.645737,-24.620258,0.803506,0.730455,-23.889804,50.852478,51.635489,-24.6125,-23.898611
63897,109585,DES0106-2832,16.57862,-28.538889,16.995818,16.161422,16.164305,16.992935,-28.903482,-28.903482,-28.173029,-28.173029,16.161422,16.995818,-28.903482,0.834396,0.730453,-28.173029,16.172306,16.984935,-28.895833,-28.181944
68671,120633,DES0240-4831,40.043794,-48.527778,40.599293,39.488295,39.49625,40.591338,-48.89168,-48.89168,-48.161241,-48.161241,39.488295,40.599293,-48.89168,1.110998,0.730439,-48.161241,39.504812,40.582776,-48.884722,-48.170833
71143,90664,DES2257-0041,344.25235,-0.697222,344.617641,343.887058,343.887115,344.617585,-1.062437,-1.062437,-0.331979,-0.331979,343.887058,344.617641,-1.062437,0.730583,0.730458,-0.331979,343.895379,344.60932,-1.054167,-0.340278
66817,118141,DES0026-4331,6.573807,-43.530556,7.080639,6.066975,6.073076,7.074538,-43.894672,-43.894672,-43.164227,-43.164227,6.066975,7.080639,-43.894672,1.013664,0.730444,-43.164227,6.081474,7.066139,-43.8875,-43.173611
63170,109617,DES0250-2832,42.582747,-28.538889,42.999945,42.165549,42.168432,42.997062,-28.903482,-28.903482,-28.173029,-28.173029,42.165549,42.999945,-28.903482,0.834396,0.730453,-28.173029,42.176432,42.989061,-28.895833,-28.181944
67254,125852,DES0216-6122,34.221826,-61.377778,34.993247,33.450404,33.468216,34.975435,-61.740848,-61.740848,-61.01044,-61.01044,33.450404,34.993247,-61.740848,1.542843,0.730408,-61.01044,33.476689,34.966962,-61.734722,-61.020833
58989,99242,DES0217-1250,34.345094,-12.833333,34.720232,33.969956,33.971044,34.719144,-13.198297,-13.198297,-12.46784,-12.46784,33.969956,34.720232,-13.198297,0.750276,0.730457,-12.46784,33.979005,34.711183,-13.190278,-12.476389
67477,107823,DES0302-2541,45.704902,-25.683333,46.111423,45.298381,45.300865,46.108938,-26.048001,-26.048001,-25.317546,-25.317546,45.298381,46.111423,-26.048001,0.813043,0.730454,-25.317546,45.308826,46.100977,-26.040278,-25.326389
72280,123199,DES0558-5414,89.683233,-54.238889,90.313766,89.0527,89.063763,90.302703,-54.602487,-54.602487,-53.872058,-53.872058,89.0527,90.313766,-54.602487,1.261067,0.730429,-53.872058,89.072453,90.294014,-54.595833,-53.881944
70876,120672,DES0528-4831,82.08438,-48.527778,82.639879,81.528881,81.536836,82.631924,-48.89168,-48.89168,-48.161241,-48.161241,81.528881,82.639879,-48.89168,1.110998,0.730439,-48.161241,81.545398,82.623362,-48.884722,-48.170833
67058,100702,DES0146-1458,26.586861,-14.975,26.965583,26.208139,26.209429,26.964293,-15.339917,-15.339917,-14.60946,-14.60946,26.208139,26.965583,-15.339917,0.757443,0.730457,-14.60946,26.217368,26.956354,-15.331944,-14.618056
74632,120234,DES2218-4748,334.531403,-47.813889,335.079125,333.983682,333.991333,335.071474,-48.177824,-48.177824,-47.447385,-47.447385,333.983682,335.079125,-48.177824,1.095442,0.73044,-47.447385,333.999873,335.062934,-48.170833,-47.456944
66705,110491,DES0224-2958,36.135531,-29.966667,36.558682,35.712381,35.71548,36.555583,-30.331222,-30.331222,-29.600769,-29.600769,35.712381,36.558682,-30.331222,0.846301,0.730453,-29.600769,35.723506,36.547557,-30.323611,-29.609722
73543,123420,DES0003-5457,0.778347,-54.952778,1.420183,0.13651,0.14807,1.408623,-55.316332,-55.316332,-54.585904,-54.585904,0.13651,1.420183,-55.316332,1.283673,0.730428,-54.585904,0.156764,1.399929,-55.309722,-54.595833
72790,121215,DES2050-4957,312.72601,-49.955556,313.29802,312.154,312.162612,313.289408,-50.319389,-50.319389,-49.588952,-49.588952,312.154,313.29802,-50.319389,1.14402,0.730437,-49.588952,312.171216,313.280804,-50.3125,-49.598611
66881,114326,DES0408-3623,62.21551,-36.391667,62.671369,61.759651,61.763914,62.667106,-36.756034,-36.756034,-36.025584,-36.025584,61.759651,62.671369,-36.756034,0.911719,0.73045,-36.025584,61.77209,62.65893,-36.748611,-36.034722
72315,118573,DES0453-4414,73.4494,-44.244444,73.962422,72.936378,72.942709,73.956091,-44.608532,-44.608532,-43.878089,-43.878089,72.936378,73.962422,-44.608532,1.026044,0.730444,-43.878089,72.951132,73.947669,-44.601389,-43.8875
64559,105529,DES0350-2206,57.556252,-22.113889,57.951513,57.160992,57.163034,57.94947,-22.478644,-22.478644,-21.748188,-21.748188,57.160992,57.951513,-22.478644,0.790521,0.730455,-21.748188,57.170965,57.94154,-22.470833,-21.756944
57752,99257,DES0301-1250,45.327771,-12.833333,45.702909,44.952633,44.953721,45.701821,-13.198297,-13.198297,-12.46784,-12.46784,44.952633,45.702909,-13.198297,0.750276,0.730457,-12.46784,44.961682,45.69386,-13.190278,-12.476389
69265,103579,DES0047-1915,11.794283,-19.258333,12.182032,11.406534,11.408258,12.180309,-19.623155,-19.623155,-18.892699,-18.892699,11.406534,12.182032,-19.623155,0.775498,0.730456,-18.892699,11.416181,12.172386,-19.615278,-18.901389
71752,126958,DES2149-6456,327.262139,-64.947222,328.136528,326.38775,326.411275,328.113003,-65.309926,-65.309926,-64.579537,-64.579537,326.38775,328.136528,-65.309926,1.748777,0.73039,-64.579537,326.419201,328.105077,-65.304167,-64.590278
63347,94772,DES0242-0624,40.716068,-6.408333,41.083864,40.348272,40.348798,41.083337,-6.773431,-6.773431,-6.042974,-6.042974,40.348272,41.083864,-6.773431,0.735592,0.730458,-6.042974,40.356879,41.075257,-6.765278,-6.051389
66288,119214,DES2351-4540,357.753477,-45.672222,358.279593,357.227361,357.234183,358.272771,-46.036252,-46.036252,-45.305809,-45.305809,357.227361,358.279593,-46.036252,1.052233,0.730442,-45.305809,357.242653,358.264301,-46.029167,-45.315278
68050,118155,DES0121-4331,20.359111,-43.530556,20.865943,19.852279,19.85838,20.859842,-43.894672,-43.894672,-43.164227,-43.164227,19.852279,20.865943,-43.894672,1.013664,0.730444,-43.164227,19.866779,20.851443,-43.8875,-43.173611
63428,111796,DES0245-3206,41.419943,-32.108333,41.852862,40.987025,40.990475,41.849412,-32.472829,-32.472829,-31.742377,-31.742377,40.987025,41.852862,-32.472829,0.865837,0.730452,-31.742377,40.998544,41.841343,-32.465278,-31.751389
73650,119528,DES2113-4623,318.467016,-46.386111,319.00006,317.933973,317.941058,318.992975,-46.75011,-46.75011,-46.019669,-46.019669,317.933973,319.00006,-46.75011,1.066087,0.730441,-46.019669,317.949552,318.984481,-46.743056,-46.029167
67761,120617,DES0131-4831,22.796374,-48.527778,23.351873,22.240875,22.24883,23.343918,-48.89168,-48.89168,-48.161241,-48.161241,22.240875,23.351873,-48.89168,1.110998,0.730439,-48.161241,22.257392,23.335356,-48.884722,-48.170833
68192,109152,DES0145-2749,26.396636,-27.825,26.811016,25.982257,25.985036,26.808237,-28.189612,-28.189612,-27.459159,-27.459159,25.982257,26.811016,-28.189612,0.828759,0.730454,-27.459159,25.993025,26.800247,-28.181944,-27.468056
69052,92232,DES0131-0250,22.929679,-2.838889,23.29548,22.563878,22.564109,23.295248,-3.20406,-3.20406,-2.473602,-2.473602,22.563878,23.29548,-3.20406,0.731601,0.730458,-2.473602,22.572296,23.287062,-3.195833,-2.481944
73355,119526,DES2105-4623,316.397158,-46.386111,316.930202,315.864115,315.8712,316.923117,-46.75011,-46.75011,-46.019669,-46.019669,315.864115,316.930202,-46.75011,1.066087,0.730441,-46.019669,315.879694,316.914623,-46.743056,-46.029167
65262,100710,DES0209-1458,32.498748,-14.975,32.877469,32.120026,32.121315,32.87618,-15.339917,-15.339917,-14.60946,-14.60946,32.120026,32.877469,-15.339917,0.757443,0.730457,-14.60946,32.129255,32.868241,-15.331944,-14.618056
68617,107816,DES0240-2541,40.159845,-25.683333,40.566367,39.753324,39.755809,40.563882,-26.048001,-26.048001,-25.317546,-25.317546,39.753324,40.566367,-26.048001,0.813043,0.730454,-25.317546,39.76377,40.555921,-26.040278,-25.326389
67883,117710,DES2024-4249,306.14307,-42.816667,306.643937,305.642203,305.648085,306.638055,-43.180811,-43.180811,-42.450366,-42.450366,305.642203,306.643937,-43.180811,1.001734,0.730445,-42.450366,305.65646,306.629681,-43.173611,-42.459722
69453,115107,DES0238-3749,39.713014,-37.819444,40.177664,39.248363,39.252938,40.173089,-38.183765,-38.183765,-37.453316,-37.453316,39.248363,40.177664,-38.183765,0.929302,0.730449,-37.453316,39.261155,40.164872,-38.176389,-37.4625
67683,98742,DES0158-1207,29.635548,-12.119444,30.009622,29.261474,29.262496,30.008599,-12.484423,-12.484423,-11.753966,-11.753966,29.261474,30.009622,-12.484423,0.748148,0.730457,-11.753966,29.270466,30.000629,-12.476389,-11.7625
81122,120313,DES0354-4748,58.513205,-47.813889,59.060926,57.965483,57.973134,59.053275,-48.177824,-48.177824,-47.447385,-47.447385,57.965483,59.060926,-48.177824,1.095442,0.73044,-47.447385,57.981674,59.044735,-48.170833,-47.456944
